Supplier,Website,Email,Framework,Borough,Councils Named,Council Access Basis,Companies House No,Notice ID,Awarded Date,Contact Status,Notes,Check
Zero Three Care LLP,https://zerothreecarehomes.co.uk/,admin@zerothreecarehomes.co.uk,Supported Living Framework 2020,Essex County Council,Essex County Council,"Essex County Council is the only contracting authority on every notice: CF a7a5f792 (Supported Living Framework 2020, £345m, 1 Mar 2021 - 28 Feb 2025, 80 providers), the FTS 009152-2021 reopening, and the Essex Provider Hub page. None of them names Southend-on-Sea City Council, Thurrock Council, NHS bodies or CCGs/ICBs as users. The wording is 'all new placements made by the Council' and 'for all new referrals of adults into supported living services within Essex'. No evidence was found that Southend, Thurrock or NHS bodies can call off it. The only Southend mention is a supplier address.",04915571,Supported Living Framework 2020,01/03/2021,web research (medium),"CH 04915571 was Zero Three Care Limited, renamed Sainte Devote Ltd and dissolved May 2023. The Essex LD services continue as Zero Three Care Homes LLP (OC308106), sold to Sky Care Homes. The contact page also shows info@zerothreecarehome.co.uk, a different domain spelling.; Supported living contract over £10m - includes housing",
Thames Reach,https://thamesreach.org.uk/,enquiries@thamesreach.org.uk,Rough Sleeper Pathway,Greenwich,Greenwich,commissioning council only,,50714942-d64f-49b7-ae76-b5120c72ad50,2022-08-26,web research (high),"Contracts Finder harvest: Rule 3: single supplier but borough rough sleeper pathway incl. assessment bedspaces and Housing First; London homelessness charity (outreach, hostels, supported housing), SE5.",
Centrepoint Soho,https://www.centrepoint.org,info@centrepoint.org,Young People Supported Housing Pathway,Greenwich,Greenwich,commissioning council only,,97418caa-4d15-4f3d-99dc-18985e051a55,2019-07-08,verified (existing data),"Contracts Finder harvest: Rules 1-3: young people's supported housing pathway (accommodation lots), multi-supplier",
Single Homeless Project,https://www.shp.org.uk/,info@shp.org.uk,Young People Supported Housing Pathway,Greenwich,Greenwich,commissioning council only,,97418caa-4d15-4f3d-99dc-18985e051a55,2019-07-08,verified (existing data),"Contracts Finder harvest: Rules 1-3: young people's supported housing pathway (accommodation lots), multi-supplier",
Single Homeless Project,https://www.shp.org.uk/,info@shp.org.uk,Accelerated Rough Sleepers Accommodation Pathway,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN603619-63596416,14/02/2022,verified (existing data),Single-award contract kept: rough sleepers accommodation pathway,
Single Homeless Project,https://www.shp.org.uk/,info@shp.org.uk,Covid19 Accelerated SHRS Pathway,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN488547-89844638,22/07/2020,verified (existing data),Single-award contract kept: accelerated supported housing pathway,
Hestia Housing & Support,https://www.hestia.org,info@hestia.org,Domestic Abuse Refuge Accommodation Based Services,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN696404-54294390,15/07/2024,verified (existing data),Single-award contract kept: domestic abuse refuge accommodation services,
Hestia Housing and Support,https://www.hestia.org,info@hestia.org,Domestic Violence Accommodation Based Services,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN485508-46067175,25/06/2020,verified (existing data),,
Refuge,https://refuge.org.uk/,esther_edmund@refuge.org.uk,Domestic Violence Accommodation Based Services,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN485508-46067175,25/06/2020,verified (existing data),,
One Housing Group,https://www.riverside.org.uk/,info@riverside.org.uk,HOUSING RELATED SUPPORT (for young people),Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN434121-35270050,02/09/2019,web research (medium),One Housing merged into Riverside; same details as other One Housing rows,
Outward housing,https://www.outward.org.uk/,info@outward.org.uk,HOUSING RELATED SUPPORT (for young people),Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN434121-35270050,02/09/2019,verified (existing data),,
St Mungo Community Housing Association,https://www.mungos.org,info@mungos.org,Housing First in Hackney,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN387335-37008954,04/02/2020,verified (existing data),Single-award contract kept: Housing First - dispersed independent tenancies,
Causeway Irish,https://www.irishcauseway.org.uk/,info@irishcauseway.org.uk,Provision of Young People's Supported Accommodation Pathway - Tender,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN516796-98507396,11/01/2022,web research (medium),"Same organisation as Causeway Irish Housing Association (Haringey, N17). info@irishcauseway.org.uk is on the org's own domain, is the address search results attribute to its contact page, and matches Crisis, Turn2Us and Consortium LGBT listings. The site blocked direct fetching (bot challenge), so it was not seen first-hand.",
One Housing,https://www.riverside.org.uk/,info@riverside.org.uk,Provision of Young People's Supported Accommodation Pathway - Tender,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN516796-98507396,11/01/2022,web research (medium),"One Housing Group merged into The Riverside Group (onehousing.co.uk now 'Riverside formerly One Housing'), so a riverside.org.uk address is legitimate. Search results for Riverside's own 'How to contact Riverside' page give info@riverside.org.uk as the general email; the site returned 403 to direct fetches. The existing ask@riverside.org.uk could not be verified and was replaced.",
Outward Housing (Trading as Outward),https://www.outward.org.uk/,info@outward.org.uk,Provision of Young People's Supported Accommodation Pathway - Tender,Hackney,Hackney,Commissioning council only - no participating authorities named in the notice,,HACK001-DN516796-98507396,11/01/2022,verified (existing data),,
Centrepoint Soho,https://www.centrepoint.org,info@centrepoint.org,Semi-independent living for young people,Hammersmith and Fulham,Hammersmith and Fulham,Commissioning council only - no participating authorities named in the notice,,tender_457152/1439044,23/12/2024,verified (existing data),Single-award contract kept: 132-135 bedspaces across 15 sites,
ONE HOUSING GROUP LIMITED,https://www.riverside.org.uk/,info@riverside.org.uk,"Extra Care Block Contract - 142 units at Prothero House, Lorenco House and Roden Court (notice titled Provision of Intermediate Care Nursing Beds)",Haringey,Haringey,commissioning council only,,4f09cc28-84f3-4504-a6a7-39e6038c87f9,2020-07-07,web research (medium),Contracts Finder harvest: Rule 3: single supplier but 142 extra care units in 3 schemes where provider is landlord (assured tenancies); One Housing merged into Riverside; same details as other One Housing rows,
Causeway Irish Housing Association,https://www.irishcauseway.org.uk/,info@irishcauseway.org.uk,Housing Related Support - Mental Health Pathway Services,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,,HRS - Mental Health Pathway,27/10/2022,web research (medium),"Same as 'Causeway Irish'. Email on own domain, per search results for the contact page and several third-party listings; site bot-blocked direct verification.",
Metropolitan Housing Trust Limited T/A Metropolitan Thames Valle,https://www.mtvh.co.uk/,Contact form: https://www.mtvh.co.uk/contact-us/,Housing Related Support - Mental Health Pathway Services,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,,HRS - Mental Health Pathway,27/10/2022,web research (high),"Website correct: Metropolitan Housing Trust trades as Metropolitan Thames Valley Housing (MTVH). The only published email, communications@mtvh.co.uk, is labelled for journalists, so it was left blank. General enquiries go through category contact forms or 0203 535 3535.",
Peabody Trust,https://www.peabody.org.uk,supported.housing@peabody.org.uk,Housing Related Support - Mental Health Pathway Services,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,,HRS - Mental Health Pathway,27/10/2022,verified (existing data),,
ST MUNGO COMMUNITY HOUSING ASSOCIATION,https://www.mungos.org,info@mungos.org,Housing Related Support - Mental Health Pathway Services,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,08225808,HRS - Mental Health Pathway,27/10/2022,verified (existing data),,
One Housing Group,https://www.riverside.org.uk/,info@riverside.org.uk,Pathway Phase 3 - Short term supported Housing,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,,BIP172002610,09/10/2015,web research (medium),One Housing merged into Riverside; same details as other One Housing rows,
Sanctuary Housing Association,https://www.sanctuary.co.uk/,Contact form: https://www.sanctuary.co.uk/contact-us,Pathway Phase 3 - Short term supported Housing,Haringey,Haringey,Commissioning council only - no participating authorities named in the notice,,BIP172002610,09/10/2015,web research (high),Existing scotland.sanctuary.co.uk is only the Scottish arm; using the main group site. The only emails published are pr@sanctuary-housing.co.uk (press) and a research agency address; general enquiries go through the contact form. For supported living see sanctuary-supported-living.co.uk (same group as Sanctuary Home Care t/a Sanctuary Supported Living).,
