name,current_website,current_phone,current_email,current_address,contracts,scope,status,step1_url_owner,step2_real_url,step3_services,step4_email,step4_phone,step4_contact,verdict,notes
Pathways Care and Support Services Limited,https://pathways-support.co.uk/,+44 23 9287 3005,,,1,Local,pending,,,,,,,,
Pearl Residence LTD,http://www.pearlresidential.co.uk/,+44 20 3489 1202,info@pearlresidential.co.uk,,1,Local,pending,,,,,,,,
Personalised 4 Autism Ltd,https://www.personalised4all.com/,+44 1604 755806,,,2,Regional,pending,,,,,,,,
Phoenix Carehomes Ltd,https://www.phoenixcarehomes.co.uk/,+44 1843 868666,,,1,Local,pending,,,,,,,,
Places for People Living Plus Ltd.,https://www.placesforpeople.co.uk/,+44 1772 667002,recruitment@placesforpeople.co.uk,,2,Regional,pending,,,,,,,,
Platform Up Ltd,http://www.upandoutplatforms.co.uk/,+44 7488 354005,info@upandoutplatforms.co.uk,,2,Local,pending,,,,,,,,
Porchlight,http://www.porchlight.org.uk/,+44 1227 760078,recruitment@porchlight.org.uk,,2,Regional,pending,,,,,,,,
PossAbilties CIC,https://www.possabilities.org.uk/,+44 1706 692181,,,2,Local,pending,,,,,,,,
Primrose Healthcare Solutions Services Limited,https://primrosehealthcaresolutions.co.uk/,+44 20 3432 3039,info@primrosehealthcaresolutions.co.uk,,1,Local,pending,,,,,,,,
Progress Adult Living Services Ltd,http://www.progresscare.co.uk/,+44 1902 561066,,,1,Local,pending,,,,,,,,
Promoting Independent Care Ltd,https://promotingindependentcare.com/,+44 1454 528329,hello@promotingindependentcare.com,,2,Local,pending,,,,,,,,
Providers First Consultancy Services,http://www.firstcitynursing.co.uk/,+44 20 3815 7975,info@fscglobal.org,,1,Local,pending,,,,,,,,
Purified Hearts Care Services Ltd,https://purifiedheartscare.co.uk/,+44 1296 929700,,,1,Local,pending,,,,,,,,
Quality Care Surrey,https://www.surreyqualitycare.uk,01737 906 555,info@surreyqualitycare.uk,,2,Local,pending,,,,,,,,
QuayWest Group,https://quaywestgroup.co.uk/,+44 333 772 1288,info@quaywestgroup.co.uk,,2,Local,pending,,,,,,,,
Queens Hall Action on Poverty,http://www.thebrick.org.uk/,+44 1942 318004,enquiries@thebrick.org.uk,,1,Local,pending,,,,,,,,
R&L healthcare,https://www.rlhealthcare.co.uk/,+44 1905 455669,info@universalcareservices.co.uk,,1,Local,pending,,,,,,,,
Redspot Care Limited,https://www.redspotgroup.co.uk/,+44 20 8510 1600,info@redspotgroup.co.uk,,1,Local,pending,,,,,,,,
Reymc 247 (pvt) Limited,https://www.royalcarehealth.co.uk/,,info@royalcarehealth.co.uk,,1,Local,pending,,,,,,,,
RUN Healthcare ltd,http://runhealthcare.com/,+44 20 7993 5419,info@runhealthcare.com,,2,Regional,pending,,,,,,,,
Rapha Healthcare,https://raphahealthcare.co.uk,01753 382278,hello@raphasanctuary.co.uk,,2,Local,pending,,,,,,,,
Rapid Medical Care services ltd,https://rmcareservices.co.uk/,+44 7867 338572,enquiries@rmcareservices.co.uk,,1,Local,pending,,,,,,,,
Ravens Care,https://ravenscare.co.uk/,+44 1536 526429,,,1,Local,pending,,,,,,,,
Reach Housing & Enablement,https://reachhousing.co.uk/,+44 1623 559299,,,1,Local,pending,,,,,,,,
Resource Gate Ltd,https://resourcegate.co.uk/contact-us/,+44 7403 172265,info@resourcegate.co.uk,,2,Regional,pending,,,,,,,,
Ridge View Supported Living Ltd,https://ridgeviewsupportedliving.co.uk/,+44 7575 714245,info@ridgeviewsupportedliving.co.uk,,1,Local,pending,,,,,,,,
Right Care Services Ltd,http://www.westcoastcare.co.uk/articles/article.php?sectionID=9&articleID=4,+44 1332 650797,info@rightcareservices.co.uk,,1,Local,pending,,,,,,,,
Rose Mount Supported Living Ltd,http://rosemountsupportedliving.co.uk/,+44 1332 477662,info@rosemountsupportedliving.co.uk,,1,Local,pending,,,,,,,,
Rose villa,https://www.rosevillaresidentialltd.com/,,,,1,Local,pending,,,,,,,,
Rosecare Community Services Limited,https://rosecarecommunityservices.com/,+44 333 404 2581,info@rosecarecommunityservices.com,,2,Local,pending,,,,,,,,
Rosemont Care Medway Limited,http://rosemontcare.co.uk/,+44 1634 717432,,,1,Local,pending,,,,,,,,
Rubi Living Ltd,https://www.rubiliving.co.uk/,+44 333 772 1219,info@rubiliving.co.uk,,2,Local,pending,,,,,,,,
Rumax Limited,https://www.ru-max.co.uk/,+44 333 011 5030,Enquiries@ru-max.co.uk,,1,Local,pending,,,,,,,,
Ryan QC Homes LTD,http://www.ryanqchomes.co.uk/,+44 1604 411858,care@ryanqchomes.co.uk,,2,Regional,pending,,,,,,,,
Sacar,http://sacar.org.uk/,+44 1274 789789,info@sacar.org.uk,,2,Local,pending,,,,,,,,
Safe Hands Care and Support Services Limited,https://safehandsliveincare.co.uk/,+44 20 3417 0090,info@safehandsliveincare.co.uk,,1,Local,pending,,,,,,,,
Sageville Healthcare Limited,http://www.sagevillehealthcare.com/,+44 121 437 4114,info@sagevillehealthcare.com,,3,Local,pending,,,,,,,,
Semi-Independent House,https://semi-independent-house.net/,+44 1733 310386,,,7,Regional,pending,,,,,,,,
Seven Steps Support Ltd,https://www.sevenstepssupport.com/,+44 114 376 7000,,,1,Local,pending,,,,,,,,
Sgsl,https://nsslgroup.co.uk,01992 367246,info@nsslgroup.co.uk,,2,Local,pending,,,,,,,,
Silver Birch Care,http://www.silverbirchcare.com/,+44 20 8848 1800,,,4,Regional,pending,,,,,,,,
Sml's Hope Ltd,http://smlshope.co.uk/,+44 7984 877577,Info@smlshope.co.uk,,1,Local,pending,,,,,,,,
SMS Healthcare Services Ltd t/a Everycare Romford,http://www.everycare.co.uk/romford,+44 1708 693057,enquiries@everycare.co.uk,,1,Local,pending,,,,,,,,
Southern Housing Group,https://www.southernhousing.org.uk/,+44 300 303 1066,hello@southernhousing.org.uk,,1,Local,pending,,,,,,,,
SSA Quality Care,http://www.ssaqualitycare.co.uk/,+44 1296 398763,info@ssaqualitycare.co.uk,,1,Local,pending,,,,,,,,
Statmap Ltd,http://statmap.co.uk/,+44 844 376 4321,,,2,Regional,pending,,,,,,,,
Summercare Limited,http://summercare.org/,+44 1702 343062,info@summercare.org,,1,Local,pending,,,,,,,,
Sunflower Care,http://www.sunflowers-care.co.uk/,+44 1954 252138,info@sunflowers-care.co.uk,,2,Regional,pending,,,,,,,,
Support Health Care Ltd,http://www.supporthealthcareservices.co.uk/,+44 1204 929757,info@supporthealthcareservices.co.uk,,1,Local,pending,,,,,,,,
Supported Lives Services Limited,https://www.supportedlives.co.uk/,+44 1634 712168,info@supportedlives.co.uk,,2,Local,pending,,,,,,,,
SVP Health Care Ltd,http://www.svphealthcare.co.uk/the-old-vicarage-north-shields/,+44 191 257 0937,management@svphealthcare.co.uk,,1,Local,pending,,,,,,,,
Safe Transitions Care Ltd,http://safetransitionscare.org/,+44 333 242 3186,info@safetransitionscare.org,,2,Local,pending,,,,,,,,
Saint John of God Hospitaller Services (SJOG),https://sjog.uk/,+44 1325 373700,enquiries@sjog.org.uk,,2,Local,pending,,,,,,,,
Sanctuary Oasis Limited,https://www.sanctuaryoasisltd.com/,+44 121 769 1827,info@sanctuaryoasisltd.com,,2,Regional,pending,,,,,,,,
Sarah Care Ltd,http://www.sarahcare.org/,+44 114 248 5658,,,1,Local,pending,,,,,,,,
Seco Support Limited,http://www.secosupport.com/,+44 1752 393438,hello@secosupport.com,,1,Local,pending,,,,,,,,
Select Lifestyles Ltd,http://www.selectlifestyles.co.uk/,+44 330 333 7484,info@selectlifestyles.co.uk,,1,Local,pending,,,,,,,,
Serenity Housing Support Ltd,https://serenityhousingsupport.co.uk/,+44 1332 988300,info@serenityhousingsupport.co.uk,,1,Local,pending,,,,,,,,
Services for Independent Living,https://www.s4il.co.uk/,+44 1259 768600,contactus@s4il.co.uk,,1,Local,pending,,,,,,,,
Seven Steps Healthcare Ltd,http://sevenstepshealthcare.com/,+44 116 319 1600,admin@sevenstepshealthcare.com,,1,Local,pending,,,,,,,,
Solden Hill House Ltd,http://www.soldenhillhouse.co.uk/,+44 24 7538 1504,info@soldenhillhouse.co.uk,,2,Regional,pending,,,,,,,,
Solution Care 247 LTD,https://www.solutioncare247.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9988885722110115028,+44 1536 402708,info@solutioncare247.co.uk,,2,Regional,pending,,,,,,,,
South Tyneside Churches Key Project,https://keycommunity.org.uk/,+44 191 496 9710,hello@keycommunity.org.uk,,1,Local,pending,,,,,,,,
South Yorkshire Housing Association,http://www.syha.co.uk/,+44 114 290 0200,enquiries@syha.co.uk,,1,Local,pending,,,,,,,,
Southcroft Healthcare Lodge,https://southcroftlodge.co.uk,020 8764 9888,info@southcroftlodge.co.uk,,3,Local,pending,,,,,,,,
Southways Group Limited,http://southways-construction.co.uk/,+44 7767 462131,,,1,Local,pending,,,,,,,,
Spectrum Northants Limited,https://www.spectrumnorthants.co.uk/,+44 1604 754120,info@spectrumnorthants.co.uk,,2,Regional,pending,,,,,,,,
Spire Housing Limited,http://www.spireview.org.uk/,+44 141 552 7928,info@spireview.org.uk,,2,Local,pending,,,,,,,,
St Annes Community Services,http://www.st-annes.org.uk/,+44 113 243 5151,info@st-annes.org.uk,,3,Local,pending,,,,,,,,
St Elizabeth's Centre,https://www.stelizabeths.org.uk/,+44 1279 843451,enquiries@stelizabeths.org.uk,,1,Local,pending,,,,,,,,
St Martin of Tours Housing Association Ltd,https://www.stmartinoftours.org.uk/,+44 20 7704 3820,,,2,Local,pending,,,,,,,,
Step up supported living limited,http://stepupsupportedliving.co.uk/,+44 7594 239370,info@stepupsupportedliving.co.uk,,2,Local,pending,,,,,,,,
Step4Ward Services Kent,https://step4wd.co.uk,01843 220 944,info@step4wd.co.uk,,2,Local,pending,,,,,,,,
Sunset Rehabiltation Healthcare Centre and Trading Associates Lt,https://sunrehabilitation.co.uk/,+44 1905 612056,,,1,Local,pending,,,,,,,,
Support 4 Independence Ltd,http://www.s4i.org/,+44 1604 903287,info@s4i.org,,2,Regional,pending,,,,,,,,
Supported Independent Living Ltd,http://independentlivingconsultants.co.uk/,+44 1494 443933,,,2,Regional,pending,,,,,,,,
Supported Steps,http://www.supportedsteps.co.uk/,+44 1204 318001,admin@supportedsteps.co.uk,,2,Local,pending,,,,,,,,
Sygma Healthcare (UK) Limited,http://www.sygmahealthcare.co.uk/,+44 330 057 5957,info@sygmahealthcare.co.uk,,2,Local,pending,,,,,,,,
T Bot Care Dynamics Ltd,https://www.tbotcaredynamics.co.uk/,+44 1375 841821,info@tbotcaredynamics.co.uk,,1,Local,pending,,,,,,,,
T.How Homely Limited,http://thhomely.co.uk/,+44 1295 713737,tilly.howarth@thhomely.co.uk,,2,Regional,pending,,,,,,,,
T.l. Care (nw) Limited,http://www.tlcwirral.co.uk/,+44 151 632 4065,,,2,Local,pending,,,,,,,,
Tailored Care Services Limited,http://tailoredcareservicesltd.co.uk/,+44 1924 209364,info@tailoredcareservicesltd.co.uk,,2,Local,pending,,,,,,,,
Teddar Limited,https://teddar.com/,+44 20 7550 5500,,,2,Local,pending,,,,,,,,
The Cube Disability,http://www.thecubedisability.co.uk/,+44 1604 843777,,,2,Regional,pending,,,,,,,,
Tigerlily Healthcare Limited,https://tigerlilycare.co.uk/,,info@tigerlilycare.co.uk,,1,Local,pending,,,,,,,,
TLB247 Healthcare Ltd,https://tlb247healthcare.co.uk/,+44 113 210 2649,admin@tlb247healthcare.co.uk,,1,Local,pending,,,,,,,,
Transform Supported Accommodation Ltd.,http://transformsa.co/,+44 1322 635741,info@transformsa.co,,2,Regional,pending,,,,,,,,
Trz Care,https://www.trzcare.co.uk/,+44 115 837 0470,info@trzcare.co.uk,,1,Local,pending,,,,,,,,
Ts Healthcare Ltd,http://tshealthcare.co.uk/,+44 1902 271955,admin@tshealthcare.co.uk,,2,Regional,pending,,,,,,,,
Tabs@42,https://respitecarenorthampton.com/,+44 1604 230457,,,2,Regional,pending,,,,,,,,
Team Motivate London ltd,https://www.teammotivate.co.uk/,+44 7879 778038,,,1,Local,pending,,,,,,,,
Teamwork Trust,https://www.teamworktrust.co.uk/,+44 1536 511993,enquiries@teamworktrust.co.uk,,2,Regional,pending,,,,,,,,
Tebmar ltd,https://hillcresthome.co.uk/contact-us/,,enquiries@hillcresthome.co.uk,,2,Regional,pending,,,,,,,,
Tempnur Care,http://www.tempnur.co.uk/,+44 7928 590992,info@tempnur.co.uk,,1,Local,pending,,,,,,,,
Tess cic,https://tess-cic.org.uk/,,info@tess-cic.org.uk,,1,Local,pending,,,,,,,,
Thames Reach Charity Ltd,https://thamesreach.org.uk/,02036176070,enquiries@thamesreach.org.uk,,3,Regional,pending,,,,,,,,
Thanet Healthcare,https://thanethealthcare.co.uk/about-us,+44 20 8769 9667,,,2,Local,pending,,,,,,,,
The Baca Charity,https://www.bacacharity.org.uk,01509 215 444,info@bacacharity.org.uk,,7,Regional,pending,,,,,,,,
The Benjamin Foundation,http://benjaminfoundation.co.uk/,+44 1603 615670,info@benjaminfoundation.co.uk,,3,Local,pending,,,,,,,,
The Burton Street Foundation,https://www.burtonstreet.org.uk/,+44 114 233 2908,admin@burtonstreet.org.uk,,1,Local,pending,,,,,,,,
The Halfway Limited,http://www.thehalfwayhousemorley.co.uk/,+44 113 294 2143,,,2,Local,pending,,,,,,,,
The Huntercombe Group Ltd,https://activecaregroup.co.uk/,+44 845 467 0120,enquiries@activecaregroup.co.uk,,2,Regional,pending,,,,,,,,
The Instrinsic Care Group,https://theintrinsiccaregroup.com/,,info@theintrinsiccaregroup.com,,1,Local,pending,,,,,,,,
The Intrinsic Care Group Limited,https://theintrinsiccaregroup.com/,+44 1634 931226,info@theintrinsiccaregroup.com,,1,Local,pending,,,,,,,,
The Leaving Care Company Limited,http://www.leavingcaresolutions.org/,+44 333 444 9900,,,3,Regional,pending,,,,,,,,
The Lily Housing Project Ltd,https://www.lilyservices.co.uk/homepages/lily-housing-project,+44 1305 239800,,,2,Regional,pending,,,,,,,,
The Oaklea Trust,http://www.oakleatrust.co.uk/,+44 1539 735025,enquiries@oakleatrust.co.uk,,1,Local,pending,,,,,,,,
The Percy Hedley Foundation,http://www.percyhedley.org.uk/,+44 191 238 1330,foundation@percyhedley.org.uk,,1,Local,pending,,,,,,,,
The Salvation Army Trustee Company,http://www.salvationarmy.org.uk/,+44 20 7367 4500,info@salvationarmy.org.uk,,2,Regional,pending,,,,,,,,
The Whitechapel Centre,http://www.whitechapelcentre.co.uk/,+44 151 207 7617,info@whitechapelcentre.co.uk,,2,Local,pending,,,,,,,,
The Woodbridge Family Centre,https://www.thewoodbridgefamilycentre.org.uk/,+44 20 4518 5899,lmwape@thewoodbridgefamilycentre.org.uk,,2,Regional,pending,,,,,,,,
Thera East Midlands Trading Limited,https://www.thera.co.uk/about/companies/thera-east-anglia/,+44 300 303 1281,,,1,Local,pending,,,,,,,,
Thorndene Limited,https://www.thorndene.com/,+44 1303 892244,info@thorndene.com,,1,Local,pending,,,,,,,,
Three Counties Housing Care and Support,http://www.tccs.org.uk/,+44 1905 829860,,,7,Regional,pending,,,,,,,,
Time to Shine Ltd,http://www.timetoshineltd.co.uk/,+44 7792 218675,james@timetoshineltd.co.uk,,2,Regional,pending,,,,,,,,
Transforming Support (Birmingham) Limited,https://www.transformingsupport.uk/,+44 800 048 5792,,,2,Local,pending,,,,,,,,
Transition Care Peterborough,https://transitioncare.org.uk,0151 949 0156,info@transitioncare.org.uk,,4,Local,pending,,,,,,,,
Trends Healthcare,https://trendshealthcare.co.uk,07939 865 365,info@trendshealthcare.co.uk,,1,Local,pending,,,,,,,,
Uk Health Kits Ltd,https://www.ukhealthservices.com/,+44 845 388 2023,,,2,Local,pending,,,,,,,,
Unicorn Healthcare Services,http://unicornhealthcareservices.co.uk/,+44 1472 403666,,,1,Local,pending,,,,,,,,
Upward Care Limited,http://www.upwardcare.co.uk/,+44 1922 496580,,,3,Local,pending,,,,,,,,
Upwards Care Solutions,http://myriadlinkscare.com/,+44 7813 620196,,,3,Regional,pending,,,,,,,,
Vitality Living Ltd,https://vitalityliving.uk/,+44 1274 089738,info@vitalityliving.uk,,2,Local,pending,,,,,,,,
Valorum Care Group t/a Adjuvo Care and Support,https://www.valorumcaregroup.com/,+44 118 940 1144,info@valorumcaregroup.com,,1,Local,pending,,,,,,,,
Vista Care Ltd,http://www.vista-care.co.uk/,+44 7464 482792,,,2,Regional,pending,,,,,,,,
Vogue Future Living Ltd,https://www.voguefutureliving.co.uk/,+44 1604 289225,info@voguefutureliving.co.uk,,2,Regional,pending,,,,,,,,
Voyage Specialist Healthcare,https://www.voyagecare.com/,+44 800 035 3776,info@voyagecare.com,,2,Local,pending,,,,,,,,
Witlens Ltd,https://witlens.co.uk/contact-us/,+44 116 220 0290,info@witlens.co.uk,,2,Local,pending,,,,,,,,
WeCare Limited,http://www.wecareangels.co.uk/,+44 115 981 1058,,,1,Local,pending,,,,,,,,
Wellington Support Ltd,http://www.wellingtoncare.co.uk/,+44 1482 680500,,,2,Regional,pending,,,,,,,,
West Kent Group Ltd,http://www.westgroup.co.uk/,+44 23 9226 6031,info@westgroup.co.uk,,1,Local,pending,,,,,,,,
Without Exceptions Ltd,http://www.withoutexceptions.co.uk/,+44 1227 634410,info@withoutexceptions.co.uk,,1,Local,pending,,,,,,,,
YMCA Black Country Group,http://www.ymcabc.org.uk/,+44 121 524 1950,info@ymcabc.org.uk,,2,Local,pending,,,,,,,,
Ymca Downslink Group,https://www.ymcadlg.org/,+44 1273 222550,enquiries@ymcadlg.org,,3,Regional,pending,,,,,,,,
YMCA Robin Hood Group,http://www.nottsymca.com/,+44 115 837 1871,finance@nottsymca.org,,1,Local,pending,,,,,,,,
YMCA Trinity Group,http://ymcafitness.org.uk/,+44 1223 356998,admin@theymca.org.uk,,3,Local,pending,,,,,,,,
YMCA Wearside Ltd,http://www.ymcawearside.org.uk/,+44 191 567 6160,finance@sunderlandymca.co.uk,,2,Local,pending,,,,,,,,
YOD Ltd,http://www.yodcareservices.com/,+44 7398 705524,info@yodcareservices.com,,1,Local,pending,,,,,,,,
Yorkshire Care at Home Limited,https://www.yorkshirecareathome.co.uk/,+44 808 208 1710,nichola@yorkshirecareathome.co.uk,,2,Local,pending,,,,,,,,
YOUNIQUE Care,http://www.youniqueskinclinicandspa.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4532794568524984357,+44 1543 520026,,,3,Local,pending,,,,,,,,
Your Life Care and Support Ltd,http://www.yourlifecaresolutions.co.uk/,+44 1206 273717,,,1,Local,pending,,,,,,,,
YOURCARE24 Ltd,http://www.yourcare24.co.uk/,+44 114 399 8606,info@yourcare24.co.uk,,1,Local,pending,,,,,,,,
Yocare,http://yocare.co.uk/,+44 7932 053575,admin@yocare.co.uk,,1,Local,pending,,,,,,,,
Yorkshire Housing,https://www.yorkshirehousing.co.uk/,+44 1904 436373,,,1,Local,pending,,,,,,,,
Your Life Care Solutions,http://yourlifecaresolutions.co.uk/,+44 1206 913338,,,1,Local,pending,,,,,,,,
Youth Hubz LTD,http://youthhubz.org/,+44 113 870 6222,,,4,Regional,pending,,,,,,,,
Zach 's Care Pvt Ltd,https://www.zachcareltd.com/,+44 1623 676388,info@zacksrepairs.co.uk,,1,Local,pending,,,,,,,,
Zero Three Care LLP,http://www.zerothreecarehomes.co.uk/,+44 1376 574900,admin@zerothreecarehomes.co.uk,,1,Local,pending,,,,,,,,
Babcam Support For Living Limited,https://bethamsupportliving.com/,+44 20 4537 5769,,,5,Regional,pending,,,,,,,,
courtcare Flexi Ltd,http://www.courtcareflexi.co.uk/,+44 330 022 5456,,,1,Local,pending,,,,,,,,
creative care limited,http://www.creativecareltd.com/,+44 7585 667248,,,2,Regional,pending,,,,,,,,
gogmadu care limited,https://www.gogomaducares.co.uk/,+44 1536 720204,,,2,Regional,pending,,,,,,,,
iAspire Care Services Ltd,http://www.iaspire.co.uk/,,hr@iaspire.co.uk,,2,Regional,pending,,,,,,,,
stella Maris Healthcare,http://stellamarishealthcare.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1131672058470281186,+44 800 054 1923,office@stellamarishealthcare.co.uk,,1,Local,pending,,,,,,,,
the national autistic society,https://www.autism.org.uk/,+44 28 9068 7066,supportercare@nas.org.uk,,3,Regional,pending,,,,,,,,
Mears Group,https://www.mearsgroup.co.uk,01452 634500,enquiries@mearsgroup.co.uk,,7,Regional,pending,,,,,,,,
Cfs Care Ltd,http://cfscare.co.uk/,+44 800 193 3012,info@cfscare.co.uk,,1,Local,pending,,,,,,,,
Alternative Approach ltd,https://alternativeapproach.org/,+44 7810 516887,enquiries@insight6.com,,1,Local,pending,,,,,,,,
Cranmead Ltd,https://cranmead.com/,,office@cranmead.com,,1,Local,pending,,,,,,,,
123 supported accommodation,https://www.123supportedaccommodation.co.uk/,,info@123supportedaccommodation.co.uk,,1,Local,pending,,,,,,,,
16 Plus Care Support Solutions Limited,https://www.16pluscare.uk/,+44 333 577 1128,info@16pluscare.uk,,1,Local,pending,,,,,,,,
16pluscare Solutions Ltd,https://www.16pluscare.uk/,+44 121 517 0666,info@16pluscare.uk,,1,Local,pending,,,,,,,,
1st Choice Housing Solutions,http://www.fcha.org.uk/,+44 29 2070 3758,customerservices@fcha.org.uk,,1,Local,pending,,,,,,,,
1st Class Care,http://www.balmoralhsc.co.uk/,+44 1506 412698,,,1,Local,pending,,,,,,,,
2 Care,https://2care.ai/,+44 1803 364000,support@2care.ai,,1,Local,pending,,,,,,,,
24-7 Locks Ltd,http://24-7locksmiths.net/,+44 121 769 0724,,,1,Local,pending,,,,,,,,
247 Excellent Quality Care ltd,https://www.247exceptionalcare.co.uk/,+44 7552 418107,,,1,Local,pending,,,,,,,,
